StudentID,attendance,marks,attempts,fees_due,did_dropout
STD-0684,94.03,69.86,3,20000,0
STD-0685,96.41,59.44,3,30000,0
STD-0686,87.33,49.49,1,10000,0
STD-0687,77.94,84.85,1,0,0
STD-0688,84.53,75.88,1,0,0
STD-0689,78.47,100.0,3,10000,0
STD-0690,72.92,73.57,3,50000,0
STD-0691,85.82,63.52,1,10000,0
STD-0692,100.0,86.67,1,0,0
STD-0693,85.77,78.06,1,0,0
STD-0694,63.48,97.2,1,0,0
STD-0695,87.59,84.64,1,20000,0
STD-0696,100.0,48.74,2,30000,1
STD-0697,98.54,82.46,1,0,0
STD-0698,89.73,100.0,1,0,0
STD-0699,96.19,95.4,1,0,0
STD-0700,82.36,100.0,2,20000,0
STD-0701,100.0,71.85,1,0,0
STD-0702,96.67,71.47,2,10000,0
STD-0703,96.07,95.16,3,0,0
STD-0704,90.77,74.21,1,0,0
STD-0705,97.94,95.4,2,0,0
STD-0706,71.22,100.0,1,20000,0
STD-0707,100.0,50.49,2,0,0
STD-0708,97.77,83.91,1,75000,0
STD-0709,83.28,61.2,2,10000,0
STD-0710,100.0,56.12,1,0,0
STD-0711,91.01,72.51,2,50000,0
STD-0712,89.54,100.0,1,0,0
STD-0713,77.65,69.79,2,0,0
STD-0714,76.37,65.26,3,0,0
STD-0715,81.11,77.93,3,0,0
STD-0716,92.5,92.74,1,20000,0
STD-0717,100.0,75.61,1,20000,0
STD-0718,91.05,46.97,1,0,0
STD-0719,73.06,59.88,1,20000,0
STD-0720,100.0,79.94,1,0,0
STD-0721,81.49,76.33,1,20000,0
STD-0722,76.86,76.7,1,50000,0
STD-0723,82.33,82.01,1,75000,0
STD-0724,100.0,85.12,1,0,0
STD-0725,70.06,70.62,1,0,0
STD-0726,90.24,79.67,3,0,0
STD-0727,100.0,59.12,2,20000,0
STD-0728,84.3,91.72,3,10000,0
STD-0729,82.05,78.54,1,10000,0
STD-0730,78.21,64.85,1,0,0
STD-0731,80.68,54.76,2,10000,0
STD-0732,89.7,67.15,2,0,0
STD-0733,75.7,70.3,1,0,0
STD-0734,73.76,73.32,1,0,0
STD-0735,86.24,73.62,2,0,0
STD-0736,86.39,89.94,1,10000,0
STD-0737,87.18,66.49,1,20000,0
STD-0738,100.0,97.5,3,0,0
STD-0739,77.71,92.22,2,0,0
STD-0740,77.0,63.32,1,10000,0
STD-0741,96.01,88.15,2,0,0
STD-0742,74.1,75.82,1,10000,0
STD-0743,80.8,61.09,1,0,0
STD-0744,73.98,84.42,1,0,0
STD-0745,75.29,82.04,2,0,0
STD-0746,77.44,100.0,1,10000,0
STD-0747,86.04,72.26,1,0,0
STD-0748,94.04,57.49,1,0,0
STD-0749,70.03,93.8,1,0,0
STD-0750,81.48,90.12,1,0,0
STD-0751,90.53,69.85,1,10000,0
STD-0752,85.81,49.06,2,10000,0
STD-0753,79.41,88.83,3,10000,0
STD-0754,60.27,79.21,1,0,0
STD-0755,93.04,100.0,3,10000,0
STD-0756,76.4,66.24,2,0,0
STD-0757,99.85,100.0,1,30000,0
STD-0758,87.66,75.36,1,0,0
STD-0759,72.4,70.3,1,0,0
STD-0760,74.87,51.75,1,0,0
STD-0761,92.43,66.8,3,10000,0
STD-0762,88.56,55.1,2,0,0
STD-0763,82.02,73.54,3,0,0
STD-0764,77.79,68.56,3,0,0
STD-0765,78.36,70.5,1,0,0
STD-0766,91.15,98.24,1,10000,0
STD-0767,89.57,75.73,1,0,0
STD-0768,87.14,83.84,1,0,0
STD-0769,89.79,100.0,1,30000,0
STD-0770,58.74,100.0,3,0,0
STD-0771,83.35,53.79,1,0,0
STD-0772,85.79,63.93,1,0,0
STD-0773,84.36,72.64,1,0,0
STD-0774,61.31,100.0,1,30000,0
STD-0775,85.23,89.95,2,50000,0
STD-0776,71.15,77.07,1,10000,0
STD-0777,87.49,56.28,1,10000,0
STD-0778,92.09,67.11,1,0,0
STD-0779,95.72,66.43,1,0,0
STD-0780,92.59,76.05,2,10000,0
STD-0781,76.12,55.31,1,0,0
STD-0782,79.55,72.58,1,10000,0
STD-0783,89.27,71.32,1,10000,0
STD-0784,90.09,55.16,1,10000,0
STD-0785,93.71,83.83,1,0,0
STD-0786,80.94,59.54,1,0,0
STD-0787,100.0,79.45,1,20000,0
STD-0788,85.68,75.29,1,0,0
STD-0789,94.7,76.74,1,20000,0
STD-0790,73.12,98.03,3,20000,0
STD-0791,69.03,92.96,1,0,0
STD-0792,79.61,81.18,1,0,0
STD-0793,90.21,45.11,1,10000,0
STD-0794,100.0,77.45,1,0,0
STD-0795,92.51,67.33,2,0,0
STD-0796,65.18,80.47,2,20000,0
STD-0797,82.86,100.0,1,20000,0
STD-0798,67.28,64.86,1,0,0
STD-0799,81.47,83.38,1,10000,0
STD-0800,95.43,43.2,1,0,0
STD-0801,84.64,88.26,1,0,0
STD-0802,92.8,71.08,1,0,0
STD-0803,74.6,90.95,1,0,0
STD-0804,100.0,84.89,1,30000,0
STD-0805,100.0,67.13,1,0,0
STD-0806,93.77,60.1,2,0,0
STD-0807,78.82,97.48,3,0,0
STD-0808,87.04,95.41,2,10000,0
STD-0809,100.0,56.27,3,0,0
STD-0810,77.6,88.85,2,10000,0
STD-0811,69.95,66.79,1,30000,0
STD-0812,76.21,69.14,1,0,0
STD-0813,97.3,79.36,1,0,0
STD-0814,87.89,59.96,1,20000,0
STD-0815,91.51,49.03,1,30000,0
STD-0816,79.96,79.14,1,0,0
STD-0817,92.74,74.84,1,0,0
STD-0818,87.82,94.67,2,10000,0
STD-0819,100.0,75.47,1,0,0
STD-0820,77.08,63.0,1,0,0
STD-0821,77.37,76.54,2,20000,0
STD-0822,76.85,77.55,2,30000,0
STD-0823,83.91,78.32,1,0,0
STD-0824,100.0,67.23,2,30000,0
STD-0825,89.66,94.49,1,0,0
STD-0826,72.23,81.77,2,0,0
STD-0827,82.81,67.59,1,0,0
STD-0828,78.93,60.56,3,10000,0
STD-0829,89.32,70.07,1,50000,0
STD-0830,77.43,75.0,1,0,0
STD-0831,80.64,71.86,3,0,0
STD-0832,100.0,62.49,1,0,0
STD-0833,93.83,64.26,1,10000,0
STD-0834,60.74,90.77,2,0,0
STD-0835,82.83,89.45,1,0,0
STD-0836,85.1,90.73,1,10000,0
STD-0837,83.92,59.84,1,20000,0
STD-0838,78.51,67.39,1,0,0
STD-0839,88.0,73.23,1,0,0
STD-0840,74.45,65.16,3,0,0
STD-0841,75.82,75.11,2,10000,0
STD-0842,90.69,66.91,3,0,0
STD-0843,90.96,77.05,1,10000,0
STD-0844,64.59,67.79,3,0,0
STD-0845,97.59,63.43,1,10000,0
STD-0846,100.0,77.34,1,10000,0
STD-0847,80.09,96.87,1,10000,0
STD-0848,84.27,91.29,3,10000,0
STD-0849,90.68,50.99,1,50000,0
STD-0850,81.03,86.8,1,0,0
STD-0851,65.53,75.61,1,0,0
STD-0852,82.49,65.82,1,10000,0
STD-0853,87.94,73.67,2,30000,0
STD-0854,91.16,59.48,1,10000,0
STD-0855,81.06,76.09,2,10000,0
STD-0856,68.96,62.19,2,10000,0
STD-0857,64.49,100.0,1,20000,0
STD-0858,78.58,54.48,1,10000,0
STD-0859,89.48,90.77,1,20000,0
STD-0860,98.94,63.11,1,10000,0
STD-0861,82.0,66.36,1,0,0
STD-0862,82.16,50.79,1,0,0
STD-0863,88.98,84.02,1,10000,0
STD-0864,76.96,97.17,1,0,0
STD-0865,83.8,78.45,1,0,0
STD-0866,100.0,50.49,2,0,0
STD-0867,80.25,83.44,1,75000,0
STD-0868,76.45,48.63,1,10000,1
STD-0869,93.51,83.0,3,0,0
STD-0870,94.11,85.37,1,0,0
STD-0871,86.32,98.77,1,0,0
STD-0872,80.05,60.76,1,10000,0
STD-0873,80.06,81.66,1,0,0
STD-0874,73.57,85.35,3,0,0
STD-0875,91.56,77.15,1,10000,0
STD-0876,80.53,80.69,1,0,0
STD-0877,83.68,74.59,1,0,0
STD-0878,80.81,61.96,1,0,0
STD-0879,76.44,59.8,1,10000,0
STD-0880,99.44,80.15,1,0,0
STD-0881,93.49,62.0,1,0,0
STD-0882,89.63,71.17,2,0,0
STD-0883,89.22,82.26,1,0,0
STD-0884,80.09,83.68,1,0,0
STD-0885,100.0,89.75,1,0,0
STD-0886,85.59,94.31,1,10000,0
STD-0887,90.92,87.98,3,75000,0
STD-0888,74.53,95.15,1,10000,0
STD-0889,93.62,75.06,1,0,0
STD-0890,62.3,84.94,3,0,0
STD-0891,100.0,69.81,1,10000,0
STD-0892,90.41,72.34,2,0,0
STD-0893,85.19,67.48,3,0,0
STD-0894,91.09,85.51,1,20000,0
STD-0895,93.37,82.41,1,0,0
STD-0896,76.59,90.01,3,0,0
STD-0897,97.93,89.15,2,0,0
STD-0898,86.99,94.54,1,10000,0
STD-0899,87.75,69.33,2,10000,0
STD-0900,97.86,61.07,1,0,0
STD-0901,77.74,98.07,1,20000,0
STD-0902,62.0,62.94,1,50000,0
STD-0903,91.79,80.18,1,0,0
STD-0904,100.0,80.07,3,0,0
STD-0905,74.58,76.06,1,0,0
STD-0906,90.23,65.88,1,0,0
STD-0907,92.13,61.6,2,0,0
STD-0908,92.02,85.88,1,30000,0
STD-0909,100.0,68.07,1,0,0
STD-0910,70.61,81.99,1,10000,0
STD-0911,87.57,73.03,2,10000,0
STD-0912,88.21,58.46,1,20000,0
STD-0913,73.57,86.56,1,0,0
STD-0914,73.87,95.71,1,0,0
STD-0915,96.12,71.39,1,0,0
STD-0916,71.37,86.23,2,0,0
STD-0917,88.11,63.64,3,0,0
STD-0918,77.71,86.24,1,10000,0
STD-0919,86.37,62.21,1,10000,0
STD-0920,80.03,88.58,1,0,0
STD-0921,85.79,98.89,1,0,0
STD-0922,100.0,73.07,3,30000,0
STD-0923,78.85,67.56,1,0,0
STD-0924,81.46,88.01,1,0,0
STD-0925,95.97,98.28,2,0,0
STD-0926,93.08,71.42,1,20000,0
STD-0927,81.44,96.2,1,0,0
STD-0928,99.02,84.39,2,0,0
STD-0929,85.34,80.1,1,30000,0
STD-0930,74.81,83.72,1,0,0
STD-0931,77.39,73.04,1,0,0
STD-0932,85.59,53.4,1,0,0
STD-0933,90.7,78.72,3,0,0
STD-0934,86.9,69.44,1,0,0
STD-0935,84.73,74.44,1,0,0
STD-0936,82.36,65.07,1,10000,0
STD-0937,93.51,62.15,2,0,0
STD-0938,87.07,69.42,2,0,0
STD-0939,77.05,60.51,3,0,0
STD-0940,100.0,81.82,1,0,0
STD-0941,80.8,64.51,1,50000,0
STD-0942,91.07,70.67,1,0,0
STD-0943,73.55,92.19,1,75000,0
STD-0944,94.06,72.67,1,0,0
STD-0945,85.9,87.89,3,50000,0
STD-0946,83.22,76.08,2,10000,0
STD-0947,68.05,62.26,2,75000,0
STD-0948,90.85,73.26,1,0,0
STD-0949,98.65,78.12,1,0,0
STD-0950,80.86,72.54,1,20000,0
STD-0951,76.39,78.13,1,0,0
STD-0952,83.72,72.55,1,30000,0
STD-0953,84.28,64.23,1,0,0
STD-0954,92.57,57.51,1,0,0
STD-0955,73.04,83.22,2,0,0
STD-0956,80.46,87.32,1,0,0
STD-0957,81.87,76.82,1,20000,0
STD-0958,67.88,79.22,3,0,0
STD-0959,96.83,73.63,2,0,0
STD-0960,78.52,92.95,1,0,0
STD-0961,89.19,84.9,1,10000,0
STD-0962,73.76,93.8,1,0,0
STD-0963,96.13,59.1,2,10000,0
STD-0964,100.0,64.56,3,0,0
STD-0965,79.64,74.99,1,0,0
STD-0966,72.36,84.45,1,0,0
STD-0967,77.44,75.87,1,0,0
STD-0968,93.04,87.58,1,0,0
STD-0969,100.0,67.0,1,0,0
STD-0970,95.56,98.32,2,10000,0
STD-0971,74.16,52.9,2,10000,0
STD-0972,79.76,58.21,2,50000,0
STD-0973,85.74,90.95,3,0,0
STD-0974,69.64,89.4,2,20000,0
STD-0975,70.61,54.43,1,10000,0
STD-0976,88.75,76.53,1,20000,0
STD-0977,73.81,63.64,1,10000,0
STD-0978,80.18,92.28,3,20000,0
STD-0979,79.58,76.67,1,10000,0
STD-0980,90.75,83.17,1,0,0
STD-0981,73.77,82.75,2,0,0
STD-0982,85.35,81.75,2,0,0
STD-0983,93.25,72.0,1,10000,0
STD-0984,94.9,94.6,1,20000,0
STD-0985,69.79,80.88,1,20000,0
STD-0986,100.0,64.85,1,0,0
STD-0987,80.44,60.81,1,10000,0
STD-0988,72.76,100.0,1,0,0
STD-0989,74.25,77.15,1,10000,0
STD-0990,78.57,84.55,1,50000,0
STD-0991,91.72,69.36,1,20000,0
STD-0992,70.03,72.85,1,10000,0
STD-0993,98.99,74.7,2,0,0
STD-0994,94.47,82.42,3,0,0
STD-0995,89.06,83.96,3,0,0
STD-0996,67.57,59.17,1,0,0
STD-0997,100.0,80.54,3,20000,0
STD-0998,89.55,63.36,3,0,0
STD-0999,94.0,100.0,1,0,0
STD-1000,74.38,81.38,2,0,0
